gpu,family,np,gain_all,eff_all_pct,gain_steady,eff_steady_pct
a100,strong,2,1.950371059830796,97.51855299153979,1.986222740114401,99.31113700572006
a100,strong,4,3.8149812596885995,95.37453149221498,4.240607394570763,106.01518486426909
a100,weak,2,1.7152111079099248,85.76055539549624,1.9555459283634489,97.77729641817244
a100,weak,4,2.9237838848151214,73.09459712037804,3.8395444084960992,95.98861021240248
h100,strong,2,1.7869402611876322,89.34701305938161,1.9868313402693978,99.34156701346988
h100,strong,4,3.1563803794936276,78.90950948734069,4.398934814421358,109.97337036053393
h100,weak,2,1.588900037559022,79.4450018779511,1.9170624825056888,95.85312412528444
h100,weak,4,2.65935328727594,66.48383218189849,3.685402340732062,92.13505851830155
