Start (ns),End (ns),Duration (ns),Event,Pid,Tid,Tag,Rank,PeerRank,RootRank,Size (MB),CollSendSize (MB),CollRecvSize (MB)
480228338,1175393613,695165275,MPI_Init_thread,119,119,,1,,,,,
480469458,1175322791,694853333,MPI_Init_thread,118,118,,0,,,,,
1175813065,1179660082,3847017,MPI_Recv,119,119,0,1,0,,0.000,,
1175889928,1179564574,3674646,MPI_Send,118,118,0,0,1,,0.000,,
22437428292,22437675904,247612,MPI_Irecv,119,119,0,1,0,,4.719,,
22437842865,22440252935,2410070,MPI_Isend,119,119,0,1,0,,4.719,,
22440290364,22453080974,12790610,MPI_Waitall,119,119,,1,,,,,
22446506836,22446697811,190975,MPI_Irecv,118,118,0,0,1,,4.719,,
22446902563,22449233977,2331414,MPI_Isend,118,118,0,0,1,,4.719,,
22449270775,22453278582,4007807,MPI_Waitall,118,118,,0,,,,,
22453083359,22453262762,179403,MPI_Waitall,119,119,,1,,,,,
22453280616,22453282559,1943,MPI_Waitall,118,118,,0,,,,,
22454651209,22454720809,69600,MPI_Barrier,118,118,,0,,,,,
22454690633,22454724716,34083,MPI_Barrier,119,119,,1,,,,,
22454731619,22454748701,17082,MPI_Barrier,119,119,,1,,,,,
22454745184,22454747910,2726,MPI_Barrier,118,118,,0,,,,,
22454761675,22454762647,972,MPI_Irecv,118,118,0,0,1,,4.719,,
22454764070,22454765322,1252,MPI_Irecv,119,119,0,1,0,,4.719,,
22454844590,22454862323,17733,MPI_Isend,118,118,0,0,1,,4.719,,
22454850872,22454882490,31618,MPI_Isend,119,119,0,1,0,,4.719,,
22454863525,22454959453,95928,MPI_Waitall,118,118,,0,,,,,
22454886558,22454963240,76682,MPI_Waitall,119,119,,1,,,,,
22454960265,22454961788,1523,MPI_Waitall,118,118,,0,,,,,
22454963972,22454965204,1232,MPI_Waitall,119,119,,1,,,,,
22454992355,22454993257,902,MPI_Irecv,118,118,0,0,1,,4.719,,
22454995110,22454996092,982,MPI_Irecv,119,119,0,1,0,,4.719,,
22461673262,22461683320,10058,MPI_Isend,118,118,0,0,1,,4.719,,
22461684382,22461761396,77014,MPI_Waitall,118,118,,0,,,,,
22461686356,22461695874,9518,MPI_Isend,119,119,0,1,0,,4.719,,
22461697166,22461765473,68307,MPI_Waitall,119,119,,1,,,,,
22461762007,22461764040,2033,MPI_Waitall,118,118,,0,,,,,
22461766245,22461767146,901,MPI_Waitall,119,119,,1,,,,,
22461797113,22461798144,1031,MPI_Irecv,118,118,0,0,1,,4.719,,
22461797664,22461798706,1042,MPI_Irecv,119,119,0,1,0,,4.719,,
22468548561,22468558940,10379,MPI_Isend,119,119,0,1,0,,4.719,,
22468560473,22474739905,6179432,MPI_Waitall,119,119,,1,,,,,
22474628258,22474637034,8776,MPI_Isend,118,118,0,0,1,,4.719,,
22474638006,22474738332,100326,MPI_Waitall,118,118,,0,,,,,
22474738933,22474740115,1182,MPI_Waitall,118,118,,0,,,,,
22474740917,22474742269,1352,MPI_Waitall,119,119,,1,,,,,
22474768198,22474769350,1152,MPI_Irecv,118,118,0,0,1,,4.719,,
22474771284,22474772496,1212,MPI_Irecv,119,119,0,1,0,,4.719,,
22475536079,22475547630,11551,MPI_Isend,118,118,0,0,1,,4.719,,
22475549393,22481689854,6140461,MPI_Waitall,118,118,,0,,,,,
22481631204,22481641203,9999,MPI_Isend,119,119,0,1,0,,4.719,,
