API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
12731065464,249765,,,12731311473,1472,249765,120,120,2,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
12731645153,42149,12731687302,365,12731687667,6848,49362,120,120,2,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
12731691480,39924,12731731404,3239,12731734643,31488,74651,120,120,2,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
12752905606,250717,,,12753150078,1504,250717,121,121,3,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
12753473794,41928,,,12753506110,6848,41928,121,121,3,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
12753518928,20288,12753539216,3630,12753542846,31520,55438,121,121,3,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
12755866480,262740,12756129220,21456,12756150676,1504,285700,119,119,1,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
12756465776,42279,12756508055,26088,12756534143,6848,75215,119,119,1,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
12756510911,18614,12756529525,28427,12756557952,31201,78242,119,119,1,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
12756616607,251879,12756868486,16790,12756885276,1472,270141,118,118,0,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
12757206145,43541,12757249686,20848,12757270534,6976,71365,118,118,0,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
12757251650,22701,12757274351,22488,12757296839,31264,76453,118,118,0,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
12764033600,34964,12764068564,1641,12764070205,6304,42909,121,121,3,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::unpack_face_y(const double *, double *, int, int, int, int, int)"
12764070558,26600,12764097158,3799,12764100957,46400,76799,121,121,3,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::unpack_face_z(const double *, double *, int, int, int, int, int)"
12765069819,31269,12765101088,2589,12765103677,2400,36258,121,121,3,cudaLaunchKernel,   1    2    2,  32    4    4,"<unnamed>::step_kernel_interior(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
12765103282,20297,12765123579,2850,12765126429,2144,25291,121,121,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_x_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
12765129750,24637,12765154387,2346,12765156733,2144,29127,121,121,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_y_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
12765156200,17493,12765173693,2624,12765176317,2080,22197,121,121,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_z_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
12765183251,4688,12765187939,2298,12765190237,2336,9322,121,121,3,cudaLaunchKernel,   1    2    2,  32    4    4,"<unnamed>::step_kernel_interior(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
12765188740,8827,,,12765195325,1920,8827,121,121,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_x_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
12765198468,5100,12765203568,2253,12765205821,1856,9209,121,121,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_y_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
12765204129,3917,12765208046,3695,12765211741,1952,9564,121,121,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_z_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
12765258180,39012,12765297192,1923,12765299115,5600,46535,120,120,2,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::unpack_face_y(const double *, double *, int, int, int, int, int)"
12765300338,35186,,,12765334059,47872,81593,120,120,2,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::unpack_face_z(const double *, double *, int, int, int, int, int)"
12765455608,35786,12765491394,21054,12765512448,5248,62088,118,118,0,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::unpack_face_y(const double *, double *, int, int, int, int, int)"
12765464033,36828,12765500861,26917,12765527778,5856,69601,119,119,1,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::unpack_face_y(const double *, double *, int, int, int, int, int)"
12765493618,31429,12765525047,22282,12765547329,47521,101232,118,118,0,cudaLaunchKernel,1152    1    1, 256    1    1,"<unnamed>::unpack_face_z(const double *, double *, int, int, int, int, int)"
