Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
86.8,1396948752,2,698474376.0,698474376.0,698347057,698601695,180056.3,other,MPI_Init_thread
8.2,132200164,2,66100082.0,66100082.0,55015297,77184867,15676253.3,other,MPI_Finalize
3.9,63196527,44,1436284.7,145894.0,802,16825354,4200734.0,start-wait,MPI_Waitall
0.4,5807154,22,263961.5,13711.0,8696,2763684,793064.9,p2p,MPI_Isend
0.3,4190131,1,4190131.0,4190131.0,4190131,4190131,0.0,p2p,MPI_Recv
0.2,3932998,1,3932998.0,3932998.0,3932998,3932998,0.0,p2p,MPI_Send
0.1,1825283,6,304213.8,8115.0,2395,915637,463220.0,collectives,MPI_Barrier
0.0,489596,22,22254.4,1432.0,1092,232767,66919.4,p2p,MPI_Irecv
