Start (ns),End (ns),Duration (ns),Event,Pid,Tid,Tag,Rank,PeerRank,RootRank,Size (MB),CollSendSize (MB),CollRecvSize (MB)
481002345,1557085283,1076082938,MPI_Init_thread,118,118,,0,,,,,
481290562,1557175902,1075885340,MPI_Init_thread,119,119,,1,,,,,
486612643,1557174800,1070562157,MPI_Init_thread,120,120,,2,,,,,
489618952,1557123935,1067504983,MPI_Init_thread,121,121,,3,,,,,
1557549838,1561392204,3842366,MPI_Recv,121,121,0,3,1,,0.000,,
1557631130,1561454800,3823670,MPI_Recv,120,120,0,2,0,,0.000,,
1557684219,1561381905,3697686,MPI_Send,119,119,0,1,3,,0.000,,
1557693536,1561443429,3749893,MPI_Send,118,118,0,0,2,,0.000,,
1561384630,1561480438,95808,MPI_Recv,119,119,0,1,0,,0.000,,
1561394148,1561486859,92711,MPI_Recv,121,121,0,3,2,,0.000,,
1561445713,1561462174,16461,MPI_Send,118,118,0,0,1,,0.000,,
1561477072,1561485588,8516,MPI_Send,120,120,0,2,3,,0.000,,
2490212645,2490405966,193321,MPI_Irecv,118,118,0,0,2,,0.262,,
2490409202,2490418899,9697,MPI_Irecv,118,118,0,0,1,,0.262,,
2490573618,2493367921,2794303,MPI_Isend,118,118,0,0,2,,0.262,,
2493370125,2493428886,58761,MPI_Isend,118,118,0,0,1,,0.262,,
2493500078,2506723254,13223176,MPI_Waitall,118,118,,0,,,,,
2499718177,2499899175,180998,MPI_Irecv,119,119,0,1,3,,0.262,,
2499901098,2499911027,9929,MPI_Irecv,119,119,0,1,0,,0.262,,
2500050887,2502835132,2784245,MPI_Isend,119,119,0,1,3,,0.262,,
2500391802,2500587447,195645,MPI_Irecv,120,120,0,2,0,,0.262,,
2500589430,2500603547,14117,MPI_Irecv,120,120,0,2,3,,0.262,,
2500757634,2503872744,3115110,MPI_Isend,120,120,0,2,0,,0.262,,
2502837066,2502889293,52227,MPI_Isend,119,119,0,1,0,,0.262,,
2502960435,2508990816,6030381,MPI_Waitall,119,119,,1,,,,,
2503632939,2503810499,177560,MPI_Irecv,121,121,0,3,1,,0.262,,
2503812663,2503823122,10459,MPI_Irecv,121,121,0,3,2,,0.262,,
