Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
42.4,1662234504,6,277039084.0,87124.5,10382,1661646008,678316106.5,collectives,MPI_Barrier
34.6,1354743861,2,677371930.5,677371930.5,673986721,680757140,4787409.2,other,MPI_Init_thread
22.1,866447109,2,433223554.5,433223554.5,55185535,811261574,534626494.3,other,MPI_Finalize
0.7,26706014,40,667650.3,63656.5,393,12062672,2365187.7,start-wait,MPI_Waitall
0.1,5576000,20,278800.0,9502.0,4378,2836777,828744.9,p2p,MPI_Isend
0.0,1881844,1,1881844.0,1881844.0,1881844,1881844,0.0,p2p,MPI_Recv
0.0,1618341,1,1618341.0,1618341.0,1618341,1618341,0.0,p2p,MPI_Send
0.0,417255,20,20862.8,2047.0,930,182689,55311.5,p2p,MPI_Irecv
