Start (ns),End (ns),Duration (ns),Event,Pid,Tid,Tag,Rank,PeerRank,RootRank,Size (MB),CollSendSize (MB),CollRecvSize (MB)
246365828,927122968,680757140,MPI_Init_thread,119,119,,1,,,,,
253270157,927256878,673986721,MPI_Init_thread,118,118,,0,,,,,
927443805,929325649,1881844,MPI_Recv,119,119,0,1,0,,0.000,,
927656501,929274842,1618341,MPI_Send,118,118,0,0,1,,0.000,,
93177126713,94838772721,1661646008,MPI_Barrier,119,119,,1,,,,,
94838645849,94838776098,130249,MPI_Barrier,118,118,,0,,,,,
94838789937,94838833937,44000,MPI_Barrier,118,118,,0,,,,,
94838819507,94838834879,15372,MPI_Barrier,119,119,,1,,,,,
94839030579,94839213268,182689,MPI_Irecv,118,118,0,0,1,,8.000,,
94839099662,94839281955,182293,MPI_Irecv,119,119,0,1,0,,8.000,,
94839254254,94842091031,2836777,MPI_Isend,118,118,0,0,1,,8.000,,
94839311121,94841871350,2560229,MPI_Isend,119,119,0,1,0,,8.000,,
94842018858,94854081530,12062672,MPI_Waitall,119,119,,1,,,,,
94842265778,94851354654,9088876,MPI_Waitall,118,118,,0,,,,,
94851358494,94854068776,2710282,MPI_Waitall,118,118,,0,,,,,
94854083885,94854085801,1916,MPI_Waitall,119,119,,1,,,,,
94854830699,94854832807,2108,MPI_Irecv,118,118,0,0,1,,8.000,,
94854833691,94854843907,10216,MPI_Isend,118,118,0,0,1,,8.000,,
94854837778,94854841384,3606,MPI_Irecv,119,119,0,1,0,,8.000,,
94854842874,94854852354,9480,MPI_Isend,119,119,0,1,0,,8.000,,
94854865745,94854938474,72729,MPI_Waitall,118,118,,0,,,,,
94854874659,94854945941,71282,MPI_Waitall,119,119,,1,,,,,
94854939170,94854944917,5747,MPI_Waitall,118,118,,0,,,,,
94854946571,94854947242,671,MPI_Waitall,119,119,,1,,,,,
94862646498,94862647749,1251,MPI_Irecv,119,119,0,1,0,,8.000,,
94862648239,94862652617,4378,MPI_Isend,119,119,0,1,0,,8.000,,
94862656129,94862663636,7507,MPI_Irecv,118,118,0,0,1,,8.000,,
94862665084,94862681786,16702,MPI_Isend,118,118,0,0,1,,8.000,,
94862668014,94862736326,68312,MPI_Waitall,119,119,,1,,,,,
94862712687,94862792152,79465,MPI_Waitall,118,118,,0,,,,,
94862736897,94862791324,54427,MPI_Waitall,119,119,,1,,,,,
94862792912,94862794396,1484,MPI_Waitall,118,118,,0,,,,,
94870436269,94870437764,1495,MPI_Irecv,119,119,0,1,0,,8.000,,
94870438288,94870444354,6066,MPI_Isend,119,119,0,1,0,,8.000,,
94870463635,94870567354,103719,MPI_Waitall,119,119,,1,,,,,
94870490846,94870491841,995,MPI_Irecv,118,118,0,0,1,,8.000,,
94870492565,94870501443,8878,MPI_Isend,118,118,0,0,1,,8.000,,
94870519238,94870586586,67348,MPI_Waitall,118,118,,0,,,,,
94870568188,94870586792,18604,MPI_Waitall,119,119,,1,,,,,
94870587305,94870587720,415,MPI_Waitall,118,118,,0,,,,,
94878226803,94878228408,1605,MPI_Irecv,119,119,0,1,0,,8.000,,
94878228787,94878241745,12958,MPI_Isend,119,119,0,1,0,,8.000,,
94878259977,94878404982,145005,MPI_Waitall,119,119,,1,,,,,
94878325327,94878330029,4702,MPI_Irecv,118,118,0,0,1,,8.000,,
94878334100,94878347630,13530,MPI_Isend,118,118,0,0,1,,8.000,,
94878391586,94878473541,81955,MPI_Waitall,118,118,,0,,,,,
94878405538,94878472140,66602,MPI_Waitall,119,119,,1,,,,,
94878474297,94878475463,1166,MPI_Waitall,118,118,,0,,,,,
94886021006,94886022015,1009,MPI_Irecv,119,119,0,1,0,,8.000,,
94886022400,94886029853,7453,MPI_Isend,119,119,0,1,0,,8.000,,
94886041157,94886258960,217803,MPI_Waitall,119,119,,1,,,,,
94886176231,94886183520,7289,MPI_Irecv,118,118,0,0,1,,8.000,,
94886185071,94886202533,17462,MPI_Isend,118,118,0,0,1,,8.000,,
94886243620,94886316893,73273,MPI_Waitall,118,118,,0,,,,,
94886259515,94886315799,56284,MPI_Waitall,119,119,,1,,,,,
94886317648,94886321412,3764,MPI_Waitall,118,118,,0,,,,,
94893813356,94893815019,1663,MPI_Irecv,119,119,0,1,0,,8.000,,
94893815711,94893827107,11396,MPI_Isend,119,119,0,1,0,,8.000,,
94893841897,94894088181,246284,MPI_Waitall,119,119,,1,,,,,
94894020845,94894022831,1986,MPI_Irecv,118,118,0,0,1,,8.000,,
94894023760,94894033244,9484,MPI_Isend,118,118,0,0,1,,8.000,,
94894049962,94894110673,60711,MPI_Waitall,118,118,,0,,,,,
94894088745,94894110029,21284,MPI_Waitall,119,119,,1,,,,,
94894111273,94894111666,393,MPI_Waitall,118,118,,0,,,,,
94901614793,94901615723,930,MPI_Irecv,119,119,0,1,0,,8.000,,
94901616482,94901624872,8390,MPI_Isend,119,119,0,1,0,,8.000,,
94901638258,94901922979,284721,MPI_Waitall,119,119,,1,,,,,
94901846617,94901851067,4450,MPI_Irecv,118,118,0,0,1,,8.000,,
94901852610,94901868796,16186,MPI_Isend,118,118,0,0,1,,8.000,,
94901900934,94901978630,77696,MPI_Waitall,118,118,,0,,,,,
94901923849,94901975377,51528,MPI_Waitall,119,119,,1,,,,,
94901979617,94901980795,1178,MPI_Waitall,118,118,,0,,,,,
94909409329,94909410447,1118,MPI_Irecv,119,119,0,1,0,,8.000,,
94909411220,94909416710,5490,MPI_Isend,119,119,0,1,0,,8.000,,
94909430469,94909746752,316283,MPI_Waitall,119,119,,1,,,,,
94909682723,94909686772,4049,MPI_Irecv,118,118,0,0,1,,8.000,,
94909687777,94909693698,5921,MPI_Isend,118,118,0,0,1,,8.000,,
94909724683,94909780706,56023,MPI_Waitall,118,118,,0,,,,,
94909747360,94909780702,33342,MPI_Waitall,119,119,,1,,,,,
94909781563,94909782186,623,MPI_Waitall,118,118,,0,,,,,
94917197409,94917199393,1984,MPI_Irecv,119,119,0,1,0,,8.000,,
94917199752,94917205236,5484,MPI_Isend,119,119,0,1,0,,8.000,,
94917219052,94917599523,380471,MPI_Waitall,119,119,,1,,,,,
94917530464,94917534990,4526,MPI_Irecv,118,118,0,0,1,,8.000,,
94917536263,94917545783,9520,MPI_Isend,118,118,0,0,1,,8.000,,
94917577677,94917649708,72031,MPI_Waitall,118,118,,0,,,,,
94917600123,94917649001,48878,MPI_Waitall,119,119,,1,,,,,
94917650378,94917651145,767,MPI_Waitall,118,118,,0,,,,,
94924944561,94925333054,388493,MPI_Barrier,119,119,,1,,,,,
94925323004,94925333386,10382,MPI_Barrier,118,118,,0,,,,,
97178852113,97990113687,811261574,MPI_Finalize,119,119,,1,,,,,
97935379852,97990565387,55185535,MPI_Finalize,118,118,,0,,,,,
