Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
65.7,3974250718,4,993562679.5,993683551.5,991448976,995434639,2093794.5,other,MPI_Init_thread
19.2,1162387905,4,290596976.3,239240442.0,61995062,621911959,274247120.8,other,MPI_Finalize
13.3,805133330,12,67094444.2,4818728.0,66785,391919969,125153209.1,collectives,MPI_Barrier
0.9,56253487,80,703168.6,87083.5,551,7464990,1595173.4,start-wait,MPI_Waitall
0.4,27013964,80,337674.5,6457.0,3296,6623033,1441406.3,p2p,MPI_Isend
0.2,13136502,4,3284125.5,3665062.0,1128365,4678013,1514538.9,p2p,MPI_Recv
0.1,6953850,4,1738462.5,1721764.0,4678,3505644,1996907.5,p2p,MPI_Send
0.0,682525,80,8531.6,946.5,190,154229,31684.2,p2p,MPI_Irecv
