Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
92.8,38032695,22,1728758.9,1901267.0,1536,1903827,559045.3,"<unnamed>::step_kernel_interior(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
6.0,2438768,22,110853.1,121791.0,1376,122688,35422.2,"<unnamed>::step_kernel_boundary_z_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
0.6,254301,22,11559.1,12528.0,1344,12928,3306.6,"<unnamed>::step_kernel_boundary_x_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
0.6,254112,22,11550.5,12416.0,1344,13600,3312.7,"<unnamed>::step_kernel_boundary_y_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
0.0,864,1,864.0,864.0,864,864,0.0,<unnamed>::warmup_kernel(double *)
