Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
87.4,1448831896,2,724415948.0,724415948.0,724259150,724572746,221745.9,other,MPI_Init_thread
7.7,127315201,2,63657600.5,63657600.5,56028968,71286233,10788515.5,other,MPI_Finalize
3.3,55376681,6,9229446.8,36483.5,4618,55160296,22501486.0,collectives,MPI_Barrier
0.6,9683478,40,242087.0,141133.5,592,3051923,635619.2,start-wait,MPI_Waitall
0.5,8265744,20,413287.2,10945.5,7584,4066367,1236993.7,p2p,MPI_Isend
0.2,4071327,1,4071327.0,4071327.0,4071327,4071327,0.0,p2p,MPI_Recv
0.2,3896379,1,3896379.0,3896379.0,3896379,3896379,0.0,p2p,MPI_Send
0.0,471929,20,23596.5,2124.0,1452,154670,46825.1,p2p,MPI_Irecv
