Start (ns),End (ns),Duration (ns),Event,Pid,Tid,Tag,Rank,PeerRank,RootRank,Size (MB),CollSendSize (MB),CollRecvSize (MB)
257608278,894605933,636997655,MPI_Init_thread,119,119,,1,,,,,
257885130,894554426,636669296,MPI_Init_thread,118,118,,0,,,,,
894966677,896736542,1769865,MPI_Recv,119,119,0,1,0,,0.000,,
895031415,896680126,1648711,MPI_Send,118,118,0,0,1,,0.000,,
277942132501,277942375242,242741,MPI_Irecv,119,119,0,1,0,,18.000,,
277942531450,277944352355,1820905,MPI_Isend,119,119,0,1,0,,18.000,,
277944388253,279004280341,1059892088,MPI_Waitall,119,119,,1,,,,,
278995730806,278996017875,287069,MPI_Irecv,118,118,0,0,1,,18.000,,
278996185815,278998383389,2197574,MPI_Isend,118,118,0,0,1,,18.000,,
278998437912,279003211616,4773704,MPI_Waitall,118,118,,0,,,,,
279003216028,279004262816,1046788,MPI_Waitall,118,118,,0,,,,,
279004310848,279004313465,2617,MPI_Waitall,119,119,,1,,,,,
279005661577,279005710326,48749,MPI_Barrier,118,118,,0,,,,,
279005667360,279005707174,39814,MPI_Barrier,119,119,,1,,,,,
279005716284,279005727216,10932,MPI_Barrier,119,119,,1,,,,,
279005724144,279005727249,3105,MPI_Barrier,118,118,,0,,,,,
279005744975,279005746411,1436,MPI_Irecv,118,118,0,0,1,,18.000,,
279005748452,279005750103,1651,MPI_Irecv,119,119,0,1,0,,18.000,,
279005859796,279005883739,23943,MPI_Isend,118,118,0,0,1,,18.000,,
279005867340,279005889604,22264,MPI_Isend,119,119,0,1,0,,18.000,,
279005887712,279006027621,139909,MPI_Waitall,118,118,,0,,,,,
279005891071,279006035570,144499,MPI_Waitall,119,119,,1,,,,,
279006028699,279006034756,6057,MPI_Waitall,118,118,,0,,,,,
279006036424,279006037145,721,MPI_Waitall,119,119,,1,,,,,
279006068791,279006069671,880,MPI_Irecv,119,119,0,1,0,,18.000,,
279006073627,279006074512,885,MPI_Irecv,118,118,0,0,1,,18.000,,
279031532233,279031548468,16235,MPI_Isend,118,118,0,0,1,,18.000,,
279031547493,279031555902,8409,MPI_Isend,119,119,0,1,0,,18.000,,
279031550109,279031701580,151471,MPI_Waitall,118,118,,0,,,,,
279031556939,279031686993,130054,MPI_Waitall,119,119,,1,,,,,
279031687639,279031698587,10948,MPI_Waitall,119,119,,1,,,,,
279031702223,279031703381,1158,MPI_Waitall,118,118,,0,,,,,
279031730670,279031734046,3376,MPI_Irecv,119,119,0,1,0,,18.000,,
279031745863,279031746834,971,MPI_Irecv,118,118,0,0,1,,18.000,,
279081492995,279081507024,14029,MPI_Isend,118,118,0,0,1,,18.000,,
279081495954,279081506585,10631,MPI_Isend,119,119,0,1,0,,18.000,,
279081507608,279081589048,81440,MPI_Waitall,119,119,,1,,,,,
279081508238,279081594474,86236,MPI_Waitall,118,118,,0,,,,,
279081589834,279081593417,3583,MPI_Waitall,119,119,,1,,,,,
279081595264,279081595893,629,MPI_Waitall,118,118,,0,,,,,
279081644071,279081645198,1127,MPI_Irecv,119,119,0,1,0,,18.000,,
279081656569,279081657646,1077,MPI_Irecv,118,118,0,0,1,,18.000,,
279082998298,279083003958,5660,MPI_Isend,119,119,0,1,0,,18.000,,
279083004633,279107446987,24442354,MPI_Waitall,119,119,,1,,,,,
279107298778,279107364507,65729,MPI_Isend,118,118,0,0,1,,18.000,,
279107365440,279107444656,79216,MPI_Waitall,118,118,,0,,,,,
279107445267,279107446254,987,MPI_Waitall,118,118,,0,,,,,
279107483810,279107484725,915,MPI_Irecv,118,118,0,0,1,,18.000,,
279107494359,279107496193,1834,MPI_Waitall,119,119,,1,,,,,
279107542245,279107543169,924,MPI_Irecv,119,119,0,1,0,,18.000,,
279133154784,279133173188,18404,MPI_Isend,118,118,0,0,1,,18.000,,
279133174600,279133279047,104447,MPI_Waitall,118,118,,0,,,,,
279133187850,279133198369,10519,MPI_Isend,119,119,0,1,0,,18.000,,
279133199476,279133292914,93438,MPI_Waitall,119,119,,1,,,,,
279133279979,279133292387,12408,MPI_Waitall,118,118,,0,,,,,
279133293533,279133294157,624,MPI_Waitall,119,119,,1,,,,,
279133322833,279133323746,913,MPI_Irecv,119,119,0,1,0,,18.000,,
279133345741,279133346579,838,MPI_Irecv,118,118,0,0,1,,18.000,,
279134697561,279134706046,8485,MPI_Isend,119,119,0,1,0,,18.000,,
279134706701,279159072328,24365627,MPI_Waitall,119,119,,1,,,,,
279158979310,279158991262,11952,MPI_Isend,118,118,0,0,1,,18.000,,
279158992026,279159088912,96886,MPI_Waitall,118,118,,0,,,,,
279159073234,279159088896,15662,MPI_Waitall,119,119,,1,,,,,
279159089477,279159090372,895,MPI_Waitall,118,118,,0,,,,,
