API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
14512775175,288018,,,14513059408,864,288018,125,125,6,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
14513375944,38649,,,14513412908,2208,39172,125,125,6,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
14513417063,26783,14513443846,1830,14513445676,2944,31557,125,125,6,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
14513445844,22594,14513468438,1750,14513470188,7136,31480,125,125,6,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
14523607876,229676,,,14523834421,896,229676,122,122,3,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
14524117893,35945,14524153838,964,14524154802,2208,39117,122,122,3,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
14524156549,33505,14524190054,1804,14524191858,3104,38413,122,122,3,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
14524192075,19076,14524211151,1123,14524212274,6976,27175,122,122,3,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
14528680261,214780,,,14528894280,896,214915,120,120,1,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
14529169766,43676,14529213442,580,14529214022,2272,46528,120,120,1,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
14529215810,36715,14529252525,2425,14529254950,2848,41988,120,120,1,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
14529258072,24806,14529282878,2183,14529285061,6688,33677,120,120,1,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
14596663542,289506,,,14596948032,864,289506,123,123,4,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
14597340013,42342,14597382355,906,14597383261,2240,45488,123,123,4,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
14597385214,29978,14597415192,2725,14597417917,2752,35455,123,123,4,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
