API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
2690958534,220855,,,2691173308,864,220855,119,119,2,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
2691497431,37703,2691535134,1468,2691536602,1984,41155,119,119,2,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
2691537466,27640,,,2691564922,2560,30016,119,119,2,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
2692505410,173370,,,2692676563,896,173370,120,120,3,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
2692920053,22679,2692942732,2372,2692945104,1984,27035,120,120,3,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
2692944280,24757,2692969037,1026,2692970063,3008,28791,120,120,3,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
2715994543,172893,,,2716164540,896,172893,118,118,1,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
2716392734,25595,2716418329,2305,2716420634,1984,29884,118,118,1,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
2716420134,13285,2716433419,3343,2716436762,2559,19187,118,118,1,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
2726090808,47406,,,2726137542,1408,48142,120,120,3,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::unpack_face_y(const double *, double *, int, int, int, int, int)"
2726140598,26015,2726166613,1489,2726168102,1568,29072,120,120,3,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::unpack_face_z(const double *, double *, int, int, int, int, int)"
2726279210,20073,2726299283,2897,2726302180,1440,24410,120,120,3,cudaLaunchKernel,   1    2    2,  32    4    4,"<unnamed>::step_kernel_interior(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2726301263,21492,2726322755,1345,2726324100,1408,24245,120,120,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_x_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2726328101,23859,2726351960,1676,2726353636,1440,26975,120,120,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_y_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2726353921,24996,2726378917,1534,2726380451,1440,27970,120,120,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_z_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2726391835,5632,2726397467,2120,2726399587,1376,9128,120,120,3,cudaLaunchKernel,   1    2    2,  32    4    4,"<unnamed>::step_kernel_interior(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2726398089,3233,2726401322,2585,2726403907,1376,7194,120,120,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_x_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2726401703,3454,2726405157,3422,2726408579,1376,8252,120,120,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_y_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2726405535,8406,2726413941,910,2726414851,1376,10692,120,120,3,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_z_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2738454693,180877,,,2738634926,896,181129,117,117,0,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
2738851506,39764,,,2738889900,1952,40346,117,117,0,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
2738894424,30972,,,2738923628,2720,31924,117,117,0,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
2752247871,70527,,,2752316462,1440,70527,118,118,1,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::unpack_face_y(const double *, double *, int, int, int, int, int)"
2752321134,21141,2752342275,2602,2752344877,1568,25311,118,118,1,cudaLaunchKernel, 128    1    1, 256    1    1,"<unnamed>::unpack_face_z(const double *, double *, int, int, int, int, int)"
2752446889,29717,2752476606,654,2752477260,1472,31843,118,118,1,cudaLaunchKernel,   1    2    2,  32    4    4,"<unnamed>::step_kernel_interior(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2752482157,28356,2752510513,763,2752511276,1408,30527,118,118,1,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_x_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2752515964,19786,2752535750,2086,2752537836,1440,23312,118,118,1,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_y_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2752536986,14908,2752551894,2485,2752554379,1408,18801,118,118,1,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_z_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2752560623,4654,2752565277,2350,2752567627,1376,8380,118,118,1,cudaLaunchKernel,   1    2    2,  32    4    4,"<unnamed>::step_kernel_interior(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2752565807,3286,2752569093,2726,2752571819,1344,7356,118,118,1,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_x_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2752569515,3423,2752572938,3265,2752576203,1376,8064,118,118,1,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_y_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
2752573300,9674,2752582974,1101,2752584075,1408,12183,118,118,1,cudaLaunchKernel,   1    1    1, 256    1    1,"<unnamed>::step_kernel_boundary_z_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
