Start (ns),End (ns),Duration (ns),Event,Pid,Tid,Tag,Rank,PeerRank,RootRank,Size (MB),CollSendSize (MB),CollRecvSize (MB)
285010562,1473284107,1188273545,MPI_Init_thread,119,119,,2,,,,,
285911025,1473366701,1187455676,MPI_Init_thread,117,117,,0,,,,,
287744642,1473256278,1185511636,MPI_Init_thread,120,120,,3,,,,,
287924037,1473293586,1185369549,MPI_Init_thread,118,118,,1,,,,,
1473620084,1475283944,1663860,MPI_Recv,119,119,0,2,0,,0.000,,
1473622019,1475128572,1506553,MPI_Recv,120,120,0,3,1,,0.000,,
1473630326,1475089970,1459644,MPI_Send,118,118,0,1,3,,0.000,,
1473756749,1475245341,1488592,MPI_Send,117,117,0,0,2,,0.000,,
1475091936,1475287138,195202,MPI_Recv,118,118,0,1,0,,0.000,,
1475129925,1475304410,174485,MPI_Recv,120,120,0,3,2,,0.000,,
1475246488,1475255397,8909,MPI_Send,117,117,0,0,1,,0.000,,
1475296141,1475303361,7220,MPI_Send,119,119,0,2,3,,0.000,,
2691286108,2691479368,193260,MPI_Irecv,119,119,0,2,0,,0.262,,
2691482106,2691489580,7474,MPI_Irecv,119,119,0,2,3,,0.262,,
2691610028,2693419779,1809751,MPI_Isend,119,119,0,2,0,,0.262,,
2692763813,2692896445,132632,MPI_Irecv,120,120,0,3,1,,0.262,,
2692901296,2692909785,8489,MPI_Irecv,120,120,0,3,2,,0.262,,
2693013593,2694566929,1553336,MPI_Isend,120,120,0,3,1,,0.262,,
2693423440,2693462877,39437,MPI_Isend,119,119,0,2,3,,0.262,,
2693512035,2753271170,59759135,MPI_Waitall,119,119,,2,,,,,
2694569906,2694606303,36397,MPI_Isend,120,120,0,3,2,,0.262,,
2694660175,2726069399,31409224,MPI_Waitall,120,120,,3,,,,,
2716262831,2716373701,110870,MPI_Irecv,118,118,0,1,3,,0.262,,
2716375243,2716382569,7326,MPI_Irecv,118,118,0,1,0,,0.262,,
2716473880,2717837102,1363222,MPI_Isend,118,118,0,1,3,,0.262,,
2717839604,2717873803,34199,MPI_Isend,118,118,0,1,0,,0.262,,
2717926396,2747923890,29997494,MPI_Waitall,118,118,,1,,,,,
2726073026,2726079165,6139,MPI_Waitall,120,120,,3,,,,,
2726621347,2753802558,27181211,MPI_Barrier,120,120,,3,,,,,
2738727866,2738836299,108433,MPI_Irecv,117,117,0,0,2,,0.262,,
2738837581,2738844615,7034,MPI_Irecv,117,117,0,0,1,,0.262,,
2738963882,2740459208,1495326,MPI_Isend,117,117,0,0,2,,0.262,,
2740462720,2740508823,46103,MPI_Isend,117,117,0,0,1,,0.262,,
2744291227,2751056181,6764954,MPI_Waitall,117,117,,0,,,,,
2747926717,2752230328,4303611,MPI_Waitall,118,118,,1,,,,,
2751061093,2753266187,2205094,MPI_Waitall,117,117,,0,,,,,
