Start (ns),End (ns),Duration (ns),Event,Pid,Tid,Tag,Rank,PeerRank,RootRank,Size (MB),CollSendSize (MB),CollRecvSize (MB)
287267805,1363770188,1076502383,MPI_Init_thread,118,118,,0,,,,,
288010470,1363729546,1075719076,MPI_Init_thread,119,119,,1,,,,,
291214492,1363774602,1072560110,MPI_Init_thread,120,120,,2,,,,,
292567378,1363765260,1071197882,MPI_Init_thread,121,121,,3,,,,,
1364125331,1365637649,1512318,MPI_Send,119,119,0,1,3,,0.000,,
1364147883,1365791221,1643338,MPI_Recv,120,120,0,2,0,,0.000,,
1364158441,1365739772,1581331,MPI_Recv,121,121,0,3,1,,0.000,,
1364226491,1365739099,1512608,MPI_Send,118,118,0,0,2,,0.000,,
1365649206,1365789495,140289,MPI_Recv,119,119,0,1,0,,0.000,,
1365740406,1365749135,8729,MPI_Send,118,118,0,0,1,,0.000,,
1365740935,1365813504,72569,MPI_Recv,121,121,0,3,2,,0.000,,
1365802746,1365813029,10283,MPI_Send,120,120,0,2,3,,0.000,,
214450999045,214451265713,266668,MPI_Irecv,121,121,0,3,1,,9.000,,
214451270638,214451280602,9964,MPI_Irecv,121,121,0,3,2,,9.000,,
214451427054,214453332530,1905476,MPI_Isend,121,121,0,3,1,,9.000,,
214453335855,214453375017,39162,MPI_Isend,121,121,0,3,2,,9.000,,
214453470226,216126959640,1673489414,MPI_Waitall,121,121,,3,,,,,
215287011849,215287274507,262658,MPI_Irecv,120,120,0,2,0,,9.000,,
215287276683,215287284058,7375,MPI_Irecv,120,120,0,2,3,,9.000,,
215287424063,215289717912,2293849,MPI_Isend,120,120,0,2,0,,9.000,,
215289723312,215289769874,46562,MPI_Isend,120,120,0,2,3,,9.000,,
215289848664,216884309664,1594461000,MPI_Waitall,120,120,,2,,,,,
216120226825,216120506056,279231,MPI_Irecv,119,119,0,1,3,,9.000,,
216120507851,216120521068,13217,MPI_Irecv,119,119,0,1,0,,9.000,,
216120685887,216122682966,1997079,MPI_Isend,119,119,0,1,3,,9.000,,
216122686516,216122728959,42443,MPI_Isend,119,119,0,1,0,,9.000,,
216122801650,216875249090,752447440,MPI_Waitall,119,119,,1,,,,,
216126999270,216130213294,3214024,MPI_Waitall,121,121,,3,,,,,
216131231615,216889535054,758303439,MPI_Barrier,121,121,,3,,,,,
216864483621,216864801183,317562,MPI_Irecv,118,118,0,0,2,,9.000,,
216864803287,216864818043,14756,MPI_Irecv,118,118,0,0,1,,9.000,,
216865041401,216867037102,1995701,MPI_Isend,118,118,0,0,2,,9.000,,
