Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
63.0,23344575798,8,2918071974.8,2919194856.5,2907331087,2927162722,7497900.4,other,MPI_Init_thread
17.3,6398111924,8,799763990.5,518053599.5,47273466,1871177138,813696483.0,other,MPI_Finalize
16.5,6101930208,176,34670058.0,7457058.0,1538,1494444955,180977469.5,start-wait,MPI_Waitall
3.3,1221365147,24,50890214.5,3609338.5,31036,444529416,112680774.5,collectives,MPI_Barrier
0.0,7461119,264,28261.8,15692.5,8625,177399,36360.9,p2p,MPI_Isend
0.0,4660598,264,17653.8,14570.0,8684,123729,15866.2,p2p,MPI_Irecv
0.0,2017052,12,168087.7,131954.0,12680,353937,124481.7,p2p,MPI_Recv
0.0,414261,12,34521.8,17661.0,6167,88797,32796.6,p2p,MPI_Send
