API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
23806868821,267368,,,23807128977,896,267368,121,121,3,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
23809833377,218157,,,23810050461,896,218157,124,124,6,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
23823472918,222358,,,23823691886,928,222358,119,119,1,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
23969546434,282276,,,23969823568,864,282276,122,122,4,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
23969770266,241713,,,23970010934,896,241713,132,132,7,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
23972366250,257310,,,23972619563,896,257310,120,120,2,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
23973311127,266038,,,23973573682,896,266038,123,123,5,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
23975145453,242988,,,23975387599,896,243042,118,118,0,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
23975759237,45862,23975805099,736,23975805835,2720,49318,120,120,2,cudaLaunchKernel, 977    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
23975766717,41939,23975808656,1392,23975810048,2848,46179,132,132,7,cudaLaunchKernel, 977    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
23975767645,37574,23975805219,1034,23975806253,2688,41296,118,118,0,cudaLaunchKernel, 977    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
23975790344,65224,,,23975854366,2624,66646,119,119,1,cudaLaunchKernel, 977    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
23975795362,40099,23975835461,473,23975835934,2752,43324,123,123,5,cudaLaunchKernel, 977    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
23975799145,56458,,,23975855368,2719,58942,121,121,3,cudaLaunchKernel, 977    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
23975800565,48841,,,23975847127,2688,49250,122,122,4,cudaLaunchKernel, 977    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
23975807309,26373,23975833682,1593,23975835275,4512,32478,120,120,2,cudaLaunchKernel, 977    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
23975807970,28035,23975836005,1096,23975837101,4320,33451,118,118,0,cudaLaunchKernel, 977    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
23975809658,64260,,,23975869031,2752,64260,124,124,6,cudaLaunchKernel, 977    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
23975810749,26005,23975836754,1262,23975838016,4000,31267,132,132,7,cudaLaunchKernel, 977    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
