Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
93.3,27377273188,8,3422159148.5,3423128487.5,3417650995,3424425060,2794703.5,other,MPI_Init_thread
3.1,923311292,8,115413911.5,66492370.0,54381864,217187242,75962639.5,other,MPI_Finalize
1.8,513507204,24,21396133.5,1645210.0,5113,168308157,54309856.3,collectives,MPI_Barrier
1.6,462277226,160,2889232.7,74240.0,420,49421671,9470069.3,start-wait,MPI_Waitall
0.1,35523391,240,148014.1,7096.0,2439,4545005,749288.9,p2p,MPI_Isend
0.0,8115405,12,676283.8,151906.0,29025,1896615,809056.6,p2p,MPI_Recv
0.0,6638800,12,553233.3,8946.0,1355,1702890,808157.8,p2p,MPI_Send
0.0,2280530,240,9502.2,807.0,137,205336,33127.8,p2p,MPI_Irecv
