Start (ns),End (ns),Duration (ns),Event,Pid,Tid,Tag,Rank,PeerRank,RootRank,Size (MB),CollSendSize (MB),CollRecvSize (MB)
372426196,3796851256,3424425060,MPI_Init_thread,119,119,,1,,,,,
372479601,3796801254,3424321653,MPI_Init_thread,118,118,,0,,,,,
372856522,3796797808,3423941286,MPI_Init_thread,120,120,,2,,,,,
373561980,3796867761,3423305781,MPI_Init_thread,123,123,,5,,,,,
373867246,3796818440,3422951194,MPI_Init_thread,122,122,,4,,,,,
374014897,3796882489,3422867592,MPI_Init_thread,121,121,,3,,,,,
378986092,3796795719,3417809627,MPI_Init_thread,124,124,,6,,,,,
379145217,3796796212,3417650995,MPI_Init_thread,132,132,,7,,,,,
3797293971,3799190586,1896615,MPI_Recv,122,122,0,4,0,,0.000,,
3797313662,3799061699,1748037,MPI_Recv,124,124,0,6,2,,0.000,,
3797323270,3798925413,1602143,MPI_Send,119,119,0,1,5,,0.000,,
3797331154,3799049700,1718546,MPI_Recv,132,132,0,7,3,,0.000,,
3797344060,3799049491,1705431,MPI_Recv,123,123,0,5,1,,0.000,,
3797369388,3799028516,1659128,MPI_Send,120,120,0,2,6,,0.000,,
3797378780,3799002765,1623985,MPI_Send,121,121,0,3,7,,0.000,,
3797426685,3799129575,1702890,MPI_Send,118,118,0,0,4,,0.000,,
3798926287,3798936113,9826,MPI_Send,119,119,0,1,3,,0.000,,
3798937971,3799197120,259149,MPI_Recv,119,119,0,1,0,,0.000,,
3799004354,3799033379,29025,MPI_Recv,121,121,0,3,1,,0.000,,
3799030280,3799180282,150002,MPI_Recv,120,120,0,2,0,,0.000,,
3799034333,3799188143,153810,MPI_Recv,121,121,0,3,2,,0.000,,
3799050928,3799088687,37759,MPI_Recv,132,132,0,7,5,,0.000,,
3799062812,3799210404,147592,MPI_Recv,124,124,0,6,4,,0.000,,
3799078843,3799088295,9452,MPI_Send,123,123,0,5,7,,0.000,,
3799089001,3799212091,123090,MPI_Recv,123,123,0,5,4,,0.000,,
3799089586,3799235935,146349,MPI_Recv,132,132,0,7,6,,0.000,,
3799130672,3799137205,6533,MPI_Send,118,118,0,0,2,,0.000,,
3799137673,3799146113,8440,MPI_Send,118,118,0,0,1,,0.000,,
3799184279,3799186954,2675,MPI_Send,120,120,0,2,3,,0.000,,
3799203253,3799209270,6017,MPI_Send,122,122,0,4,6,,0.000,,
3799209727,3799211082,1355,MPI_Send,122,122,0,4,5,,0.000,,
3799228849,3799235205,6356,MPI_Send,124,124,0,6,7,,0.000,,
23807356925,23975665082,168308157,MPI_Barrier,121,121,,3,,,,,
23810259637,23975670262,165410625,MPI_Barrier,124,124,,6,,,,,
23823873314,23975664268,151790954,MPI_Barrier,119,119,,1,,,,,
23970052809,23975671806,5618997,MPI_Barrier,122,122,,4,,,,,
23970220071,23975664496,5444425,MPI_Barrier,132,132,,7,,,,,
23972841033,23975668508,2827475,MPI_Barrier,120,120,,2,,,,,
23973814198,23975662759,1848561,MPI_Barrier,123,123,,5,,,,,
23975556294,23975670969,114675,MPI_Barrier,118,118,,0,,,,,
23975670130,23975710501,40371,MPI_Barrier,132,132,,7,,,,,
23975670153,23975711320,41167,MPI_Barrier,123,123,,5,,,,,
23975672148,23975709416,37268,MPI_Barrier,120,120,,2,,,,,
23975679204,23975710640,31436,MPI_Barrier,118,118,,0,,,,,
23975679538,23975710752,31214,MPI_Barrier,122,122,,4,,,,,
23975691256,23975711339,20083,MPI_Barrier,119,119,,1,,,,,
23975694599,23975709865,15266,MPI_Barrier,124,124,,6,,,,,
23975704922,23975710035,5113,MPI_Barrier,121,121,,3,,,,,
23975930137,23976135473,205336,MPI_Irecv,120,120,0,2,6,,2.000,,
23975934364,23976135484,201120,MPI_Irecv,118,118,0,0,4,,2.000,,
23975945811,23976135236,189425,MPI_Irecv,123,123,0,5,1,,2.000,,
23975946423,23976135340,188917,MPI_Irecv,132,132,0,7,3,,2.000,,
23975960890,23976135676,174786,MPI_Irecv,121,121,0,3,7,,2.000,,
23975961369,23976135537,174168,MPI_Irecv,122,122,0,4,0,,2.000,,
23975964717,23976135459,170742,MPI_Irecv,119,119,0,1,5,,2.000,,
23975974172,23976135692,161520,MPI_Irecv,124,124,0,6,2,,2.000,,
23976136176,23976154085,17909,MPI_Irecv,123,123,0,5,7,,2.000,,
23976136343,23976153584,17241,MPI_Irecv,132,132,0,7,5,,2.000,,
23976136646,23976153753,17107,MPI_Irecv,122,122,0,4,6,,2.000,,
23976136681,23976154375,17694,MPI_Irecv,118,118,0,0,2,,2.000,,
23976136728,23976154270,17542,MPI_Irecv,120,120,0,2,0,,2.000,,
23976136757,23976153167,16410,MPI_Irecv,124,124,0,6,4,,2.000,,
