Start (ns),End (ns),Duration (ns),Event,Pid,Tid,Tag,Rank,PeerRank,RootRank,Size (MB),CollSendSize (MB),CollRecvSize (MB)
379263440,1472461318,1093197878,MPI_Init_thread,106,106,,1,,,,,
379595336,1472490501,1092895165,MPI_Init_thread,107,107,,2,,,,,
379655825,1472510266,1092854441,MPI_Init_thread,105,105,,0,,,,,
380171199,1472515260,1092344061,MPI_Init_thread,108,108,,3,,,,,
1472812925,1474402021,1589096,MPI_Recv,107,107,0,2,0,,0.000,,
1472833817,1474356056,1522239,MPI_Send,106,106,0,1,3,,0.000,,
1472858888,1474477821,1618933,MPI_Recv,108,108,0,3,1,,0.000,,
1472884022,1474362686,1478664,MPI_Send,105,105,0,0,2,,0.000,,
1474360524,1474420004,59480,MPI_Recv,106,106,0,1,0,,0.000,,
1474363954,1474374414,10460,MPI_Send,105,105,0,0,1,,0.000,,
1474419475,1474428837,9362,MPI_Send,107,107,0,2,3,,0.000,,
1474479864,1474481251,1387,MPI_Recv,108,108,0,3,2,,0.000,,
33252444321,33388094272,135649951,MPI_Barrier,107,107,,2,,,,,
33291317460,33388090614,96773154,MPI_Barrier,106,106,,1,,,,,
33303432571,33388094281,84661710,MPI_Barrier,105,105,,0,,,,,
33387947842,33388093590,145748,MPI_Barrier,108,108,,3,,,,,
33388101178,33388130134,28956,MPI_Barrier,108,108,,3,,,,,
33388104384,33388130061,25677,MPI_Barrier,106,106,,1,,,,,
33388104438,33388129599,25161,MPI_Barrier,105,105,,0,,,,,
33388121944,33388129936,7992,MPI_Barrier,107,107,,2,,,,,
33388330523,33388510293,179770,MPI_Irecv,108,108,0,3,1,,4.000,,
33388357035,33388514207,157172,MPI_Irecv,107,107,0,2,0,,4.000,,
33388358980,33388521625,162645,MPI_Irecv,105,105,0,0,2,,4.000,,
33388389217,33388513803,124586,MPI_Irecv,106,106,0,1,3,,4.000,,
33388511686,33388528056,16370,MPI_Irecv,108,108,0,3,2,,4.000,,
33388514664,33388529732,15068,MPI_Irecv,106,106,0,1,0,,4.000,,
33388515011,33388529373,14362,MPI_Irecv,107,107,0,2,3,,4.000,,
33388522685,33388532792,10107,MPI_Irecv,105,105,0,0,1,,4.000,,
33388577054,33392171625,3594571,MPI_Isend,106,106,0,1,3,,4.000,,
33388580804,33392171297,3590493,MPI_Isend,105,105,0,0,2,,4.000,,
33388580927,33392171159,3590232,MPI_Isend,107,107,0,2,0,,4.000,,
33388589960,33392516052,3926092,MPI_Isend,108,108,0,3,1,,4.000,,
33392174235,33392225681,51446,MPI_Isend,105,105,0,0,1,,4.000,,
33392174575,33392229721,55146,MPI_Isend,107,107,0,2,3,,4.000,,
33392198472,33392258523,60051,MPI_Isend,106,106,0,1,0,,4.000,,
33392381948,33405757589,13375641,MPI_Waitall,105,105,,0,,,,,
33392385361,33409570984,17185623,MPI_Waitall,107,107,,2,,,,,
33392401312,33406661657,14260345,MPI_Waitall,106,106,,1,,,,,
33392522116,33392582015,59899,MPI_Isend,108,108,0,3,2,,4.000,,
33392723819,33410489370,17765551,MPI_Waitall,108,108,,3,,,,,
33405778344,33406656917,878573,MPI_Waitall,105,105,,0,,,,,
33406667062,33410463879,3796817,MPI_Waitall,106,106,,1,,,,,
33407138461,33407140585,2124,MPI_Irecv,105,105,0,0,2,,4.000,,
33407141196,33407141558,362,MPI_Irecv,105,105,0,0,1,,4.000,,
33407142164,33407163184,21020,MPI_Isend,105,105,0,0,2,,4.000,,
33407163887,33407168552,4665,MPI_Isend,105,105,0,0,1,,4.000,,
33407183773,33411090305,3906532,MPI_Waitall,105,105,,0,,,,,
33409576430,33410481197,904767,MPI_Waitall,107,107,,2,,,,,
33410493374,33410496593,3219,MPI_Waitall,108,108,,3,,,,,
33410966532,33410968565,2033,MPI_Irecv,106,106,0,1,3,,4.000,,
33410969250,33411002838,33588,MPI_Irecv,106,106,0,1,0,,4.000,,
33410971852,33411011547,39695,MPI_Irecv,107,107,0,2,0,,4.000,,
33411003883,33411017957,14074,MPI_Isend,106,106,0,1,3,,4.000,,
33411012894,33411013677,783,MPI_Irecv,107,107,0,2,3,,4.000,,
33411014431,33411027554,13123,MPI_Isend,107,107,0,2,0,,4.000,,
33411018652,33411023546,4894,MPI_Isend,106,106,0,1,0,,4.000,,
33411024769,33411030042,5273,MPI_Irecv,108,108,0,3,1,,4.000,,
33411028455,33411033837,5382,MPI_Isend,107,107,0,2,3,,4.000,,
33411030920,33411031634,714,MPI_Irecv,108,108,0,3,2,,4.000,,
33411032205,33411047325,15120,MPI_Isend,108,108,0,3,1,,4.000,,
33411042478,33411118237,75759,MPI_Waitall,106,106,,1,,,,,
33411048006,33411057469,9463,MPI_Isend,108,108,0,3,2,,4.000,,
33411052215,33411116422,64207,MPI_Waitall,107,107,,2,,,,,
33411080956,33411175441,94485,MPI_Waitall,108,108,,3,,,,,
33411093285,33411094538,1253,MPI_Waitall,105,105,,0,,,,,
33411117582,33411175340,57758,MPI_Waitall,107,107,,2,,,,,
33411119241,33411150404,31163,MPI_Waitall,106,106,,1,,,,,
33411176482,33411177465,983,MPI_Waitall,108,108,,3,,,,,
33411463117,33411464050,933,MPI_Irecv,105,105,0,0,2,,4.000,,
33411464351,33411464497,146,MPI_Irecv,105,105,0,0,1,,4.000,,
33411464730,33411469520,4790,MPI_Isend,105,105,0,0,2,,4.000,,
33411469709,33411476684,6975,MPI_Isend,105,105,0,0,1,,4.000,,
33411495173,33414992536,3497363,MPI_Waitall,105,105,,0,,,,,
33414908553,33414909405,852,MPI_Irecv,106,106,0,1,3,,4.000,,
33414909130,33414910277,1147,MPI_Irecv,107,107,0,2,0,,4.000,,
33414909985,33414910390,405,MPI_Irecv,106,106,0,1,0,,4.000,,
33414910715,33414913106,2391,MPI_Irecv,107,107,0,2,3,,4.000,,
33414913311,33414926548,13237,MPI_Isend,106,106,0,1,3,,4.000,,
33414914314,33414927793,13479,MPI_Isend,107,107,0,2,0,,4.000,,
33414927206,33414930748,3542,MPI_Isend,106,106,0,1,0,,4.000,,
33414929082,33414932256,3174,MPI_Isend,107,107,0,2,3,,4.000,,
33414944375,33414945996,1621,MPI_Irecv,108,108,0,3,1,,4.000,,
33414946521,33414946966,445,MPI_Irecv,108,108,0,3,2,,4.000,,
33414947482,33414956622,9140,MPI_Isend,108,108,0,3,1,,4.000,,
33414947976,33415046961,98985,MPI_Waitall,107,107,,2,,,,,
33414948475,33415047179,98704,MPI_Waitall,106,106,,1,,,,,
33414957295,33414961501,4206,MPI_Isend,108,108,0,3,2,,4.000,,
33414976244,33415061083,84839,MPI_Waitall,108,108,,3,,,,,
33414993240,33415011580,18340,MPI_Waitall,105,105,,0,,,,,
33415047709,33415058507,10798,MPI_Waitall,107,107,,2,,,,,
33415047768,33415048492,724,MPI_Waitall,106,106,,1,,,,,
33415061781,33415062610,829,MPI_Waitall,108,108,,3,,,,,
33415380538,33415381858,1320,MPI_Irecv,105,105,0,0,2,,4.000,,
33415384740,33415385445,705,MPI_Irecv,105,105,0,0,1,,4.000,,
33415385849,33415390725,4876,MPI_Isend,105,105,0,0,2,,4.000,,
33415391100,33415393801,2701,MPI_Isend,105,105,0,0,1,,4.000,,
33415409316,33418875834,3466518,MPI_Waitall,105,105,,0,,,,,
33418800334,33418801576,1242,MPI_Irecv,107,107,0,2,0,,4.000,,
33418802002,33418802279,277,MPI_Irecv,107,107,0,2,3,,4.000,,
33418802526,33418806942,4416,MPI_Isend,107,107,0,2,0,,4.000,,
33418807260,33418809718,2458,MPI_Isend,107,107,0,2,3,,4.000,,
33418809897,33418810757,860,MPI_Irecv,106,106,0,1,3,,4.000,,
33418811614,33418811820,206,MPI_Irecv,106,106,0,1,0,,4.000,,
33418812116,33418816301,4185,MPI_Isend,106,106,0,1,3,,4.000,,
33418816465,33418821445,4980,MPI_Isend,106,106,0,1,0,,4.000,,
33418819927,33418915983,96056,MPI_Waitall,107,107,,2,,,,,
33418837376,33418921768,84392,MPI_Waitall,106,106,,1,,,,,
33418842485,33418843610,1125,MPI_Irecv,108,108,0,3,1,,4.000,,
33418844665,33418845085,420,MPI_Irecv,108,108,0,3,2,,4.000,,
33418845817,33418855113,9296,MPI_Isend,108,108,0,3,1,,4.000,,
33418855707,33418867991,12284,MPI_Isend,108,108,0,3,2,,4.000,,
33418876402,33418886440,10038,MPI_Waitall,105,105,,0,,,,,
33418883039,33418953371,70332,MPI_Waitall,108,108,,3,,,,,
33418916675,33418927047,10372,MPI_Waitall,107,107,,2,,,,,
33418922521,33418953246,30725,MPI_Waitall,106,106,,1,,,,,
33418954084,33418954778,694,MPI_Waitall,108,108,,3,,,,,
33419264305,33419265229,924,MPI_Irecv,105,105,0,0,2,,4.000,,
33419265504,33419265909,405,MPI_Irecv,105,105,0,0,1,,4.000,,
33419266144,33419270339,4195,MPI_Isend,105,105,0,0,2,,4.000,,
33419270524,33419276706,6182,MPI_Isend,105,105,0,0,1,,4.000,,
33419291924,33422761695,3469771,MPI_Waitall,105,105,,0,,,,,
33422685602,33422686422,820,MPI_Irecv,107,107,0,2,0,,4.000,,
33422686777,33422687143,366,MPI_Irecv,107,107,0,2,3,,4.000,,
33422687504,33422691745,4241,MPI_Isend,107,107,0,2,0,,4.000,,
33422692435,33422695325,2890,MPI_Isend,107,107,0,2,3,,4.000,,
