API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
9828284090,260093,,,9828541527,1888,260093,107,107,0,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
9855818978,297543,,,9856107655,1920,297543,108,108,1,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
9914771981,266485,,,9915037424,1792,267235,114,114,7,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
9985019101,300318,,,9985319373,1888,302160,109,109,2,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
10082597369,219599,10082816968,11430,10082828398,1888,232917,112,112,5,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
10085105983,245656,,,10085350852,1887,246756,111,111,4,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
10183198968,237311,,,10183435310,1888,238230,110,110,3,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
10186107515,237692,10186345207,19543,10186364750,2016,259251,113,113,6,cudaLaunchKernel,   1    1    1,   1    1    1,<unnamed>::warmup_kernel(double *)
11619798994,116777,11619915771,91810,11620007581,5568,214155,112,112,5,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
11619831134,89767,11619920901,33923,11619954824,5664,129354,114,114,7,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
11619860979,136675,,,11619997004,5600,141625,110,110,3,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
11619872812,136564,11620009376,12591,11620021967,5600,154755,107,107,0,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
11619888030,116998,,,11620004625,5856,122451,111,111,4,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
11619904751,126435,11620031186,19820,11620051006,5632,151887,109,109,2,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
11619904871,124291,,,11620023219,5632,124291,108,108,1,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
11619910161,128368,11620038529,101409,11620139938,5633,235410,113,113,6,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_x(const double *, double *, int, int, int, int, int)"
11619918957,42749,11619961706,100021,11620061727,5792,148562,112,112,5,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
11619924237,38381,11619962618,38606,11620001224,5984,82971,114,114,7,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
11619964892,23685,11619988577,98911,11620087488,20577,143173,112,112,5,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
11619965473,21982,11619987455,37609,11620025064,20641,80232,114,114,7,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
11620001501,35345,11620036846,6334,11620043180,6271,47950,110,110,3,cudaLaunchKernel, 576    1    1, 256    1    1,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
