source_dir,gpu,ngpu,size,interior_avg_ms,mpi_waitall_avg_ms,mpi_waitall_total_ms,communication_fraction_pct,overlap_proxy_pct
nsys_scale_a100_np2_uq_r2,A100,2,1000,13.56380715,0.242087,9.683478,3.2095527218349953,96.43039823077993
nsys_scale_a100_np4_pq,A100,4,1000,6.770252224999999,0.7031685999999999,56.253487,16.114462794358467,79.22769893554445
nsys_scale_a100_np4_uq,A100,4,1000,6.771927125,0.5633532,45.068255,13.335095141095843,83.3621013014076
nsys_scale_h100_np2_pq_r2,H100,2,1000,7.15719,0.6676503,26.706014,14.81889555682734,81.3432268809407
nsys_scale_h100_np2_uq_r2,H100,2,1000,7.1660784500000005,0.470152,18.806082,10.898786857186707,86.87840069626924
nsys_scale_h100_np4_pq,H100,4,1000,3.51332185,1.4174102,113.392819,42.81347881152103,19.312246471242023
nsys_scale_h100_np4_pq_r5,H100,4,1000,3.51286685,6.3135733,505.085865,76.93351496182756,0.0
nsys_scale_h100_np4_uq_r5,H100,4,1000,3.5132429249999997,1.2818413,102.547304,40.37255918825928,27.028029238826402
nsys_scale_h100_np8_pq,H100,8,1000,1.753458425,2.8892327,462.277226,75.29016537730317,0.0
