Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
60.7,23327614283,8,2915951785.4,2917662502.0,2905184228,2922015162,6324577.2,other,MPI_Init_thread
19.8,7619311528,8,952413941.0,194388258.5,48554785,2987263681,1205357430.7,other,MPI_Finalize
17.0,6521966602,256,25476432.0,7129103.0,1443,1632735887,175019531.3,start-wait,MPI_Waitall
2.4,930012936,72,12916846.3,142118.5,10941,317881478,49872791.6,collectives,MPI_Barrier
0.0,10253334,384,26701.4,14553.0,8231,190621,35158.9,p2p,MPI_Isend
0.0,6169964,384,16067.6,13365.5,8134,95242,11581.6,p2p,MPI_Irecv
0.0,2008459,12,167371.6,139145.5,66464,306103,76578.2,p2p,MPI_Recv
0.0,324043,12,27003.6,13645.5,5217,65597,24920.8,p2p,MPI_Send
