Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
69.6,4936243803,4,1234060950.8,1234073523.5,1232989986,1235106770,867773.2,other,MPI_Init_thread
19.0,1343678576,12,111973214.7,754442.0,10751,535160045,207512102.3,collectives,MPI_Barrier
9.5,671766362,4,167941590.5,186409737.0,52444525,246502363,82297685.2,other,MPI_Finalize
1.6,113392819,80,1417410.2,68515.5,247,18336845,3646410.7,start-wait,MPI_Waitall
0.2,15342291,80,191778.6,4677.5,2675,3708149,806499.9,p2p,MPI_Isend
0.1,5596483,4,1399120.8,1230011.5,787935,2348525,734664.3,p2p,MPI_Recv
0.0,3194523,4,798630.8,759341.5,7023,1668817,914645.8,p2p,MPI_Send
0.0,771981,80,9649.8,893.5,167,162932,32005.8,p2p,MPI_Irecv
