Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
94.2,484764349,48,10099257.3,12118315.5,1376,12131674,4563687.5,"<unnamed>::step_kernel_interior(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
4.0,20544357,48,428007.4,512464.0,1376,517471,192816.3,"<unnamed>::step_kernel_boundary_z_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
0.7,3744763,44,85108.3,84944.0,83680,87296,825.3,"<unnamed>::unpack_face_z(const double *, double *, int, int, int, int, int)"
0.4,1992061,44,45274.1,44656.0,43839,52448,2098.4,"<unnamed>::pack_face_z(const double *, double *, int, int, int, int, int)"
0.4,1838813,48,38308.6,45407.0,1344,47616,16691.4,"<unnamed>::step_kernel_boundary_y_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
0.2,1058528,48,22052.7,25904.0,1344,27488,9354.6,"<unnamed>::step_kernel_boundary_x_faces(const double *, const double *, double *, const double *, const double *, int, int, int, int, int, int, int, double, double)"
0.1,492415,44,11191.3,12352.0,7711,14336,2420.5,"<unnamed>::pack_face_y(const double *, double *, int, int, int, int, int)"
0.1,322528,44,7330.2,6464.0,6240,14336,2190.3,"<unnamed>::unpack_face_y(const double *, double *, int, int, int, int, int)"
0.0,3520,4,880.0,880.0,864,896,18.5,<unnamed>::warmup_kernel(double *)
