Start (ns),End (ns),Duration (ns),Event,Pid,Tid,Tag,Rank,PeerRank,RootRank,Size (MB),CollSendSize (MB),CollRecvSize (MB)
820653713,1316319219,495665506,MPI_Init_thread,149,149,,0,,,,,
820695504,1316348142,495652638,MPI_Init_thread,150,150,,1,,,,,
1316756069,1316881504,125435,MPI_Recv,150,150,0,1,0,,0.000,,
1316804564,1316830613,26049,MPI_Send,149,149,0,0,1,,0.000,,
75507145685,76195861483,688715798,MPI_Barrier,149,149,,0,,,,,
76195625866,76195824045,198179,MPI_Barrier,150,150,,1,,,,,
76195846709,76195906789,60080,MPI_Barrier,150,150,,1,,,,,
76195896052,76195917662,21610,MPI_Barrier,149,149,,0,,,,,
76195960123,76196014278,54155,MPI_Irecv,150,150,0,1,0,,8.000,,
76195987932,76196029094,41162,MPI_Irecv,149,149,0,0,1,,8.000,,
76196033212,76196369426,336214,MPI_Isend,150,150,0,1,0,,8.000,,
76196045483,76196371288,325805,MPI_Isend,149,149,0,0,1,,8.000,,
76196404268,76272231202,75826934,MPI_Waitall,150,150,,1,,,,,
76196421426,76270306762,73885336,MPI_Waitall,149,149,,0,,,,,
79104852594,79104944595,92001,MPI_Irecv,149,149,0,0,1,,8.000,,
79104948476,79104966405,17929,MPI_Isend,149,149,0,0,1,,8.000,,
79104971061,79210829988,105858927,MPI_Waitall,149,149,,0,,,,,
79135526562,79135616399,89837,MPI_Irecv,150,150,0,1,0,,8.000,,
79135621535,79135633606,12071,MPI_Isend,150,150,0,1,0,,8.000,,
79135638961,79210324253,74685292,MPI_Waitall,150,150,,1,,,,,
81959556236,81959702981,146745,MPI_Irecv,149,149,0,0,1,,8.000,,
81959709317,81959726730,17413,MPI_Isend,149,149,0,0,1,,8.000,,
81959730280,82058003197,98272917,MPI_Waitall,149,149,,0,,,,,
81984358135,81984473862,115727,MPI_Irecv,150,150,0,1,0,,8.000,,
81984475520,81984496736,21216,MPI_Isend,150,150,0,1,0,,8.000,,
81984499832,82057771968,73272136,MPI_Waitall,150,150,,1,,,,,
84660222919,84660347240,124321,MPI_Irecv,149,149,0,0,1,,8.000,,
84660351067,84660368779,17712,MPI_Isend,149,149,0,0,1,,8.000,,
84660372874,84755929457,95556583,MPI_Waitall,149,149,,0,,,,,
84681845050,84681970136,125086,MPI_Irecv,150,150,0,1,0,,8.000,,
84681972048,84681990567,18519,MPI_Isend,150,150,0,1,0,,8.000,,
84681993591,84755992698,73999107,MPI_Waitall,150,150,,1,,,,,
87476548976,87476684286,135310,MPI_Irecv,149,149,0,0,1,,8.000,,
87476688050,87476707062,19012,MPI_Isend,149,149,0,0,1,,8.000,,
87476710061,87582896375,106186314,MPI_Waitall,149,149,,0,,,,,
87509281337,87509388355,107018,MPI_Irecv,150,150,0,1,0,,8.000,,
87509389877,87509402574,12697,MPI_Isend,150,150,0,1,0,,8.000,,
87509407355,87584920439,75513084,MPI_Waitall,150,150,,1,,,,,
90336086688,90336148692,62004,MPI_Irecv,149,149,0,0,1,,8.000,,
90336152205,90336164489,12284,MPI_Isend,149,149,0,0,1,,8.000,,
90336167466,90444231425,108063959,MPI_Waitall,149,149,,0,,,,,
90369236637,90369380769,144132,MPI_Irecv,150,150,0,1,0,,8.000,,
90369382390,90369393679,11289,MPI_Isend,150,150,0,1,0,,8.000,,
90369396195,90446365850,76969655,MPI_Waitall,150,150,,1,,,,,
93290628082,93290767424,139342,MPI_Irecv,149,149,0,0,1,,8.000,,
93290771961,93290789960,17999,MPI_Isend,149,149,0,0,1,,8.000,,
93290796257,93406135271,115339014,MPI_Waitall,149,149,,0,,,,,
93332650054,93332757332,107278,MPI_Irecv,150,150,0,1,0,,8.000,,
93332759202,93332770649,11447,MPI_Isend,150,150,0,1,0,,8.000,,
93332773442,93408158533,75385091,MPI_Waitall,150,150,,1,,,,,
96110759719,96110839436,79717,MPI_Irecv,149,149,0,0,1,,8.000,,
96110844066,96110858810,14744,MPI_Isend,149,149,0,0,1,,8.000,,
96110865041,96217248918,106383877,MPI_Waitall,149,149,,0,,,,,
96142418101,96142506328,88227,MPI_Irecv,150,150,0,1,0,,8.000,,
96142507976,96142517590,9614,MPI_Isend,150,150,0,1,0,,8.000,,
96142520021,96215944966,73424945,MPI_Waitall,150,150,,1,,,,,
98965572085,98965732947,160862,MPI_Irecv,149,149,0,0,1,,8.000,,
98965740335,98965757622,17287,MPI_Isend,149,149,0,0,1,,8.000,,
98965761553,99072177809,106416256,MPI_Waitall,149,149,,0,,,,,
98994763634,98994899351,135717,MPI_Irecv,150,150,0,1,0,,8.000,,
98994900916,98994912247,11331,MPI_Isend,150,150,0,1,0,,8.000,,
98994915064,99072919947,78004883,MPI_Waitall,150,150,,1,,,,,
101923495130,101923578196,83066,MPI_Irecv,149,149,0,0,1,,8.000,,
101923581719,101923597642,15923,MPI_Isend,149,149,0,0,1,,8.000,,
101923603670,102037414798,113811128,MPI_Waitall,149,149,,0,,,,,
101963586892,101963686586,99694,MPI_Irecv,150,150,0,1,0,,8.000,,
101963688155,101963701664,13509,MPI_Isend,150,150,0,1,0,,8.000,,
101963704075,102039386733,75682658,MPI_Waitall,150,150,,1,,,,,
104755093337,104786271691,31178354,MPI_Barrier,149,149,,0,,,,,
104786244001,104786279076,35075,MPI_Barrier,150,150,,1,,,,,
106827978785,106880674788,52696003,MPI_Finalize,150,150,,1,,,,,
106828124023,106880655010,52530987,MPI_Finalize,149,149,,0,,,,,
