Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
65.3,1060651690,2,530325845.0,530325845.0,529993876,530657814,469475.1,other,MPI_Init_thread
24.2,394041643,20,19702082.1,19588424.0,18332901,21993300,1202336.8,start-wait,MPI_Waitall
6.6,106929867,2,53464933.5,53464933.5,53174001,53755866,411440.7,other,MPI_Finalize
3.7,60811737,6,10135289.5,95028.0,17011,57541241,23254664.2,collectives,MPI_Barrier
0.1,1753983,20,87699.1,85166.5,50201,140492,26146.2,p2p,MPI_Irecv
0.1,1010302,20,50515.1,14886.0,8744,373085,110376.1,p2p,MPI_Isend
0.0,137617,1,137617.0,137617.0,137617,137617,0.0,p2p,MPI_Recv
0.0,30076,1,30076.0,30076.0,30076,30076,0.0,p2p,MPI_Send
