Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
49.5,1782538096,20,89126904.8,77487269.0,73272136,115339014,16413483.5,start-wait,MPI_Waitall
27.5,991318144,2,495659072.0,495659072.0,495652638,495665506,9099.1,other,MPI_Init_thread
20.0,720209096,6,120034849.3,129129.5,21610,688715798,278873230.9,collectives,MPI_Barrier
2.9,105226990,2,52613495.0,52613495.0,52530987,52696003,116683.9,other,MPI_Finalize
0.1,2131401,20,106570.1,107148.0,41162,160862,32947.9,p2p,MPI_Irecv
0.0,934015,20,46700.8,16605.0,9614,336214,97299.3,p2p,MPI_Isend
0.0,125435,1,125435.0,125435.0,125435,125435,0.0,p2p,MPI_Recv
0.0,26049,1,26049.0,26049.0,26049,26049,0.0,p2p,MPI_Send
