Start (ns),End (ns),Duration (ns),Event,Pid,Tid,Tag,Rank,PeerRank,RootRank,Size (MB),CollSendSize (MB),CollRecvSize (MB)
465042973,1456634614,991591641,MPI_Init_thread,118,118,,0,,,,,
466305606,1456700017,990394411,MPI_Init_thread,119,119,,1,,,,,
470114052,1456634805,986520753,MPI_Init_thread,120,120,,2,,,,,
472920034,1456685971,983765937,MPI_Init_thread,121,121,,3,,,,,
1457066576,1460759125,3692549,MPI_Recv,120,120,0,2,0,,0.000,,
1457092235,1460725502,3633267,MPI_Recv,121,121,0,3,1,,0.000,,
1457132380,1460676590,3544210,MPI_Send,119,119,0,1,3,,0.000,,
1457164741,1460586029,3421288,MPI_Send,118,118,0,0,2,,0.000,,
1460586761,1460601288,14527,MPI_Send,118,118,0,0,1,,0.000,,
1460680658,1460722456,41798,MPI_Recv,119,119,0,1,0,,0.000,,
1460727315,1460790924,63609,MPI_Recv,121,121,0,3,2,,0.000,,
1460783511,1460790454,6943,MPI_Send,120,120,0,2,3,,0.000,,
81391087407,81391255694,168287,MPI_Irecv,121,121,0,3,1,,9.000,,
81391258389,81391266985,8596,MPI_Irecv,121,121,0,3,2,,9.000,,
81391484123,81394274018,2789895,MPI_Isend,121,121,0,3,1,,9.000,,
81394276112,81394327759,51647,MPI_Isend,121,121,0,3,2,,9.000,,
81394403832,82209997999,815594167,MPI_Waitall,121,121,,3,,,,,
81812731060,81812923041,191981,MPI_Irecv,120,120,0,2,0,,9.000,,
81812925336,81812936256,10920,MPI_Irecv,120,120,0,2,3,,9.000,,
81813143125,81816040552,2897427,MPI_Isend,120,120,0,2,0,,9.000,,
81816042556,81816094353,51797,MPI_Isend,120,120,0,2,3,,9.000,,
81816169103,81849195300,33026197,MPI_Waitall,120,120,,2,,,,,
81843928778,81844108176,179398,MPI_Irecv,118,118,0,0,2,,9.000,,
81844109899,81844121350,11451,MPI_Irecv,118,118,0,0,1,,9.000,,
81844347756,81847169962,2822206,MPI_Isend,118,118,0,0,2,,9.000,,
81847173799,81847222120,48321,MPI_Isend,118,118,0,0,1,,9.000,,
81847294786,82206791722,359496936,MPI_Waitall,118,118,,0,,,,,
81849197133,81849757025,559892,MPI_Waitall,120,120,,2,,,,,
81850856131,82211523617,360667486,MPI_Barrier,120,120,,2,,,,,
82201044316,82201229174,184858,MPI_Irecv,119,119,0,1,3,,9.000,,
82201231238,82201240996,9758,MPI_Irecv,119,119,0,1,0,,9.000,,
82201490185,82204407629,2917444,MPI_Isend,119,119,0,1,3,,9.000,,
82204410164,82204485667,75503,MPI_Isend,119,119,0,1,0,,9.000,,
