Start (ns),End (ns),Duration (ns),Event,Pid,Tid,Tag,Rank,PeerRank,RootRank,Size (MB),CollSendSize (MB),CollRecvSize (MB)
445108571,1402061043,956952472,MPI_Init_thread,118,118,,0,,,,,
447433525,1402169147,954735622,MPI_Init_thread,119,119,,1,,,,,
454053519,1402149530,948096011,MPI_Init_thread,120,120,,2,,,,,
455948202,1402148829,946200627,MPI_Init_thread,121,121,,3,,,,,
1402542421,1406135137,3592716,MPI_Recv,120,120,0,2,0,,0.000,,
1402546198,1406022965,3476767,MPI_Recv,121,121,0,3,1,,0.000,,
1402570333,1405975987,3405654,MPI_Send,119,119,0,1,3,,0.000,,
1402620539,1406090572,3470033,MPI_Send,118,118,0,0,2,,0.000,,
1405978511,1406166536,188025,MPI_Recv,119,119,0,1,0,,0.000,,
1406024698,1406170864,146166,MPI_Recv,121,121,0,3,2,,0.000,,
1406091895,1406116261,24366,MPI_Send,118,118,0,0,1,,0.000,,
1406165424,1406170453,5029,MPI_Send,120,120,0,2,3,,0.000,,
4847737989,4847897931,159942,MPI_Irecv,118,118,0,0,2,,1.049,,
4847899855,4847906608,6753,MPI_Irecv,118,118,0,0,1,,1.049,,
4848048615,4850852473,2803858,MPI_Isend,118,118,0,0,2,,1.049,,
4850856189,4850900634,44445,MPI_Isend,118,118,0,0,1,,1.049,,
4850972328,4982784938,131812610,MPI_Waitall,118,118,,0,,,,,
4853678933,4853830940,152007,MPI_Irecv,121,121,0,3,1,,1.049,,
4853832733,4853840117,7384,MPI_Irecv,121,121,0,3,2,,1.049,,
4853977456,4856762859,2785403,MPI_Isend,121,121,0,3,1,,1.049,,
4856765915,4856809387,43472,MPI_Isend,121,121,0,3,2,,1.049,,
4856883416,4983000024,126116608,MPI_Waitall,121,121,,3,,,,,
4973487644,4973674347,186703,MPI_Irecv,119,119,0,1,3,,1.049,,
4973676511,4973684877,8366,MPI_Irecv,119,119,0,1,0,,1.049,,
4973834218,4977716750,3882532,MPI_Isend,119,119,0,1,3,,1.049,,
4974546451,4974730037,183586,MPI_Irecv,120,120,0,2,0,,1.049,,
4974732302,4974740176,7874,MPI_Irecv,120,120,0,2,3,,1.049,,
4974872507,4977987060,3114553,MPI_Isend,120,120,0,2,0,,1.049,,
4977719104,4977778637,59533,MPI_Isend,119,119,0,1,0,,1.049,,
4977860031,4981512980,3652949,MPI_Waitall,119,119,,1,,,,,
4977988813,4978031184,42371,MPI_Isend,120,120,0,2,3,,1.049,,
4978130281,4984531011,6400730,MPI_Waitall,120,120,,2,,,,,
4981515334,4982943688,1428354,MPI_Waitall,119,119,,1,,,,,
4982814784,4982817479,2695,MPI_Waitall,118,118,,0,,,,,
4983025111,4984527665,1502554,MPI_Waitall,121,121,,3,,,,,
4984315835,4985866229,1550394,MPI_Barrier,119,119,,1,,,,,
4984532734,4984535279,2545,MPI_Waitall,120,120,,2,,,,,
4984552862,4985866800,1313938,MPI_Barrier,118,118,,0,,,,,
4985756502,4985867261,110759,MPI_Barrier,121,121,,3,,,,,
4985835562,4985866520,30958,MPI_Barrier,120,120,,2,,,,,
4985871860,4985876338,4478,MPI_Barrier,120,120,,2,,,,,
4985872982,4985876218,3236,MPI_Barrier,118,118,,0,,,,,
4985873092,4985876458,3366,MPI_Barrier,121,121,,3,,,,,
4985873753,4985876108,2355,MPI_Barrier,119,119,,1,,,,,
4985896596,4985897468,872,MPI_Irecv,119,119,0,1,3,,1.049,,
4985898119,4985898620,501,MPI_Irecv,119,119,0,1,0,,1.049,,
4985900854,4985902467,1613,MPI_Irecv,118,118,0,0,2,,1.049,,
4985902898,4985903198,300,MPI_Irecv,118,118,0,0,1,,1.049,,
4985903078,4985904000,922,MPI_Irecv,121,121,0,3,1,,1.049,,
4985904411,4985904701,290,MPI_Irecv,121,121,0,3,2,,1.049,,
4985909380,4985910202,822,MPI_Irecv,120,120,0,2,0,,1.049,,
4985910883,4985911224,341,MPI_Irecv,120,120,0,2,3,,1.049,,
4985943786,4985965506,21720,MPI_Isend,119,119,0,1,3,,1.049,,
4985945960,4985962401,16441,MPI_Isend,121,121,0,3,1,,1.049,,
4985946401,4985966969,20568,MPI_Isend,118,118,0,0,2,,1.049,,
4985953494,4985967500,14006,MPI_Isend,120,120,0,2,0,,1.049,,
4985962861,4985975405,12544,MPI_Isend,121,121,0,3,2,,1.049,,
4985966198,4985971858,5660,MPI_Isend,119,119,0,1,0,,1.049,,
4985967520,4985973722,6202,MPI_Isend,118,118,0,0,1,,1.049,,
4985968211,4985982328,14117,MPI_Isend,120,120,0,2,3,,1.049,,
4985972930,4986047070,74140,MPI_Waitall,119,119,,1,,,,,
4985974964,4986047221,72257,MPI_Waitall,118,118,,0,,,,,
4985976257,4986047561,71304,MPI_Waitall,121,121,,3,,,,,
4985983300,4986055867,72567,MPI_Waitall,120,120,,2,,,,,
4986047521,4986048693,1172,MPI_Waitall,119,119,,1,,,,,
4986047661,4986048593,932,MPI_Waitall,118,118,,0,,,,,
4986048102,4986055326,7224,MPI_Waitall,121,121,,3,,,,,
4986056628,4986057490,862,MPI_Waitall,120,120,,2,,,,,
4986114418,4986115409,991,MPI_Irecv,118,118,0,0,2,,1.049,,
4986115820,4986116141,321,MPI_Irecv,118,118,0,0,1,,1.049,,
4986118355,4986119367,1012,MPI_Irecv,119,119,0,1,3,,1.049,,
4986120058,4986120559,501,MPI_Irecv,119,119,0,1,0,,1.049,,
4986124456,4986126130,1674,MPI_Irecv,121,121,0,3,1,,1.049,,
4986126340,4986127392,1052,MPI_Irecv,120,120,0,2,0,,1.049,,
4986127232,4986127522,290,MPI_Irecv,121,121,0,3,2,,1.049,,
4986128083,4986128464,381,MPI_Irecv,120,120,0,2,3,,1.049,,
4987743409,4987751325,7916,MPI_Isend,119,119,0,1,3,,1.049,,
4987752026,4987755883,3857,MPI_Isend,119,119,0,1,0,,1.049,,
4987753839,4987767665,13826,MPI_Isend,121,121,0,3,1,,1.049,,
4987756174,4987763507,7333,MPI_Isend,118,118,0,0,2,,1.049,,
4987756625,4987834350,77725,MPI_Waitall,119,119,,1,,,,,
