Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Source,Name
89.1,1355552092,2,677776046.0,677776046.0,677708259,677843833,95865.3,other,MPI_Init_thread
6.9,105080850,2,52540425.0,52540425.0,51153923,53926927,1960809.9,other,MPI_Finalize
2.2,34026392,6,5671065.3,7650.5,5513,33892291,13825578.0,collectives,MPI_Barrier
1.2,18806082,40,470152.0,55491.0,415,8702499,1804825.7,start-wait,MPI_Waitall
0.3,4704783,20,235239.1,5832.0,3979,2292659,702847.9,p2p,MPI_Isend
0.1,1778429,1,1778429.0,1778429.0,1778429,1778429,0.0,p2p,MPI_Recv
0.1,1604374,1,1604374.0,1604374.0,1604374,1604374,0.0,p2p,MPI_Send
0.0,413884,20,20694.2,1297.5,845,163640,50328.5,p2p,MPI_Irecv
